filename,age,stdv,database
image_1717.jpg,25,3.644985,train
image_636.jpg,40,3.712832,train
image_3006.jpg,35,4.430011,train
image_2449.jpg,39,4.721212,train
image_1293.jpg,54,4.440971,train
image_3953.jpg,49,4.781824,train
image_4810.jpg,27,4.828618,train
image_4039.jpg,23,3.684201,train
image_745.jpg,28,2.512215,train
image_1536.jpg,29,3.79417,train
image_3022.jpg,22,5.236623,train
image_4390.jpg,21,2.777689,train
image_4914.jpg,28,5.427161,train
image_3690.jpg,23,2.732187,train
image_1469.jpg,26,2.463941,train
image_2726.jpg,46,4.86144,train
image_4794.jpg,52,2.335398,train
image_4001.jpg,56,4.868645,train
image_3069.jpg,46,4.68214,train
image_4940.jpg,20,3.198373,train
image_2934.jpg,24,4.374802,train
image_3366.jpg,28,3.589681,train
image_698.jpg,46,4.529383,train
image_2962.jpg,34,6.105098,train
image_1740.jpg,35,4.278364,train
image_138.jpg,22,2.172357,train
image_4849.jpg,21,2.48362,train
image_1645.jpg,28,4.501822,train
image_817.jpg,27,3.440456,train
image_4963.jpg,21,3.933475,train
image_4350.jpg,20,3.514547,train
image_3634.jpg,31,3.553604,train
image_4274.jpg,23,3.979888,train
image_4430.jpg,53,5.530978,train
image_3206.jpg,21,3.639518,train
image_2918.jpg,49,5.981717,train
image_3338.jpg,20,2.838197,train
image_1219.jpg,53,5.30919,train
image_3703.jpg,18,2.388863,train
image_830.jpg,49,4.896563,train
image_721.jpg,50,5.842849,train
image_879.jpg,36,4.444264,train
image_1055.jpg,27,2.919026,train
image_3491.jpg,47,5.022173,train
image_850.jpg,50,4.405647,train
image_4305.jpg,29,5.034574,train
image_1651.jpg,23,3.641862,train
image_3977.jpg,42,5.453719,train
image_992.jpg,21,1.726149,train
image_1034.jpg,56,4.904038,train
image_2936.jpg,29,3.843893,train
image_4707.jpg,18,3.422799,train
image_3426.jpg,21,3.618546,train
image_5058.jpg,36,4.271189,train
image_2037.jpg,21,3.272457,train
image_2304.jpg,21,4.035483,train
image_4023.jpg,19,2.496873,train
image_3329.jpg,30,3.667273,train
image_532.jpg,57,3.773997,train
image_3516.jpg,32,4.165271,train
image_1376.jpg,35,3.598159,train
image_1798.jpg,21,4.157006,train
image_3651.jpg,20,4.060095,train
image_287.jpg,31,4.103686,train
image_814.jpg,30,4.187895,train
image_2556.jpg,21,3.644646,train
image_3267.jpg,20,3.104857,train
image_3179.jpg,30,5.377135,train
image_5017.jpg,47,4.076197,train
image_902.jpg,27,3.445261,train
image_4309.jpg,35,5.957628,train
image_2642.jpg,51,4.444847,train
image_3541.jpg,31,4.186113,train
image_513.jpg,61,4.321871,train
image_4371.jpg,19,2.25085,train
image_4340.jpg,29,4.366434,train
image_430.jpg,37,4.389226,train
image_2222.jpg,26,4.624986,train
image_198.jpg,13,2.371708,train
image_1650.jpg,27,3.97472,train
image_4484.jpg,33,5.922532,train
image_2753.jpg,50,5.29482,train
image_4103.jpg,24,3.28178,train
image_2078.jpg,21,3.227778,train
image_2351.jpg,35,5.118276,train
image_4149.jpg,28,4.974506,train
image_1110.jpg,33,2.704369,train
image_3968.jpg,47,3.960549,train
image_4254.jpg,19,4.150854,train
image_1519.jpg,42,4.022226,train
image_594.jpg,50,4.445595,train
image_572.jpg,53,3.839669,train
image_1561.jpg,27,4.860372,train
image_3788.jpg,22,3.472111,train
image_2549.jpg,22,4.065846,train
image_2137.jpg,46,5.13305,train
image_136.jpg,22,3.006917,train
image_4929.jpg,18,2.343786,train
image_659.jpg,43,4.93628,train
image_699.jpg,54,3.949384,train
image_3294.jpg,21,3.542848,train
image_4328.jpg,29,3.574285,train
image_2760.jpg,18,2.716953,train
image_4931.jpg,25,3.958363,train
image_4925.jpg,16,2.763649,train
image_4505.jpg,15,1.846121,train
image_2641.jpg,57,4.240681,train
image_3653.jpg,33,3.796014,train
image_411.jpg,32,3.901567,train
image_648.jpg,42,4.229526,train
image_109.jpg,24,2.054805,train
image_3126.jpg,38,4.351275,train
image_1834.jpg,18,3.06499,train
image_4179.jpg,39,5.101062,train
image_2322.jpg,24,5.274816,train
image_3654.jpg,28,3.581081,train
image_4842.jpg,34,4.907427,train
image_2836.jpg,38,4.733741,train
image_2860.jpg,48,4.582328,train
image_1857.jpg,22,3.582209,train
image_660.jpg,45,4.994672,train
image_629.jpg,44,4.656025,train
image_3790.jpg,21,3.509659,train
image_1391.jpg,47,4.196364,train
image_2364.jpg,33,5.456442,train
image_586.jpg,57,4.0791,train
image_1105.jpg,53,5.549179,train
image_3034.jpg,25,3.758796,train
image_3023.jpg,51,3.981611,train
image_3394.jpg,34,4.12121,train
image_1635.jpg,24,4.147592,train
image_3082.jpg,30,4.447127,train
image_3580.jpg,25,4.304488,train
image_3821.jpg,32,4.517699,train
image_3350.jpg,35,4.798003,train
image_273.jpg,30,4.888081,train
image_4303.jpg,22,2.015496,train
image_5010.jpg,22,3.736199,train
image_2534.jpg,23,3.62042,train
image_3752.jpg,26,5.157222,train
image_4562.jpg,21,2.365785,train
image_4620.jpg,25,3.582839,train
image_265.jpg,26,2.5,train
image_624.jpg,23,3.895074,train
image_2619.jpg,44,5.010646,train
image_3827.jpg,27,4.26351,train
image_3325.jpg,62,3.61744,train
image_2030.jpg,28,5.312461,train
image_4916.jpg,16,3.614784,train
image_4875.jpg,23,3.400313,train
image_1913.jpg,39,5.232197,train
image_3079.jpg,49,5.403394,train
image_4868.jpg,22,3.479532,train
image_352.jpg,33,3.415939,train
image_1291.jpg,27,3.286491,train
image_97.jpg,24,2.153397,train
image_4644.jpg,23,3.280244,train
image_4884.jpg,66,4.497205,train
image_1006.jpg,26,3.86837,train
image_369.jpg,54,5.354126,train
image_2877.jpg,27,4.702061,train
image_1625.jpg,29,4.229798,train
image_2299.jpg,33,5.834381,train
image_4173.jpg,42,3.791781,train
image_2150.jpg,29,3.864207,train
image_4241.jpg,19,2.66927,train
image_4600.jpg,31,5.233819,train
image_2399.jpg,26,4.357483,train
image_3276.jpg,18,2.523024,train
image_3235.jpg,27,4.587369,train
image_2876.jpg,41,5.26909,train
image_2211.jpg,21,5.005076,train
image_1258.jpg,39,4.214655,train
image_1431.jpg,30,2.894598,train
image_792.jpg,35,4.416348,train
image_2536.jpg,27,4.335669,train
image_1572.jpg,10,1.724653,train
image_3999.jpg,30,4.599009,train
image_1312.jpg,28,2.970089,train
image_1138.jpg,27,3.267028,train
image_173.jpg,22,2.180724,train
image_4854.jpg,47,5.051217,train
image_1956.jpg,40,4.468606,train
image_1933.jpg,22,3.474382,train
image_4125.jpg,33,4.189935,train
image_1716.jpg,15,2.605289,train
image_2765.jpg,23,4.77388,train
image_4777.jpg,52,3.791925,train
image_2371.jpg,20,5.042132,train
image_1719.jpg,24,4.062873,train
image_2327.jpg,24,4.546672,train
image_1351.jpg,28,4.85774,train
image_475.jpg,42,5.291503,train
image_2595.jpg,60,5.796836,train
image_1165.jpg,25,2.470231,train
image_758.jpg,31,3.968813,train
image_3081.jpg,62,4.238715,train
image_1065.jpg,22,2.673561,train
image_4992.jpg,20,3.227486,train
image_5012.jpg,20,1.712698,train
image_3672.jpg,24,2.872255,train
image_2339.jpg,18,3.53518,train
image_3553.jpg,28,4.5365,train
image_2773.jpg,40,3.132432,train
image_183.jpg,19,2.223483,train
image_2025.jpg,17,2.605446,train
image_3043.jpg,26,4.693236,train
image_3185.jpg,34,4.196992,train
image_2177.jpg,57,4.291294,train
image_3565.jpg,31,3.855155,train
image_2602.jpg,45,4.272925,train
image_2744.jpg,28,4.720145,train
image_2152.jpg,22,3.952863,train
image_2547.jpg,22,4.607078,train
image_3055.jpg,24,4.404663,train
image_3926.jpg,22,3.738723,train
image_1097.jpg,44,4.920672,train
image_3039.jpg,32,4.542729,train
image_4888.jpg,30,2.812423,train
image_4561.jpg,21,3.851848,train
image_611.jpg,26,3.43823,train
image_962.jpg,19,3.563457,train
image_1482.jpg,28,3.098005,train
image_2168.jpg,26,4.578806,train
image_4967.jpg,28,5.397786,train
image_2774.jpg,34,4.748495,train
image_4217.jpg,27,4.308422,train
image_5028.jpg,26,3.97954,train
image_2163.jpg,41,4.871927,train
image_3047.jpg,17,2.989232,train
image_612.jpg,29,3.442988,train
image_432.jpg,51,4.68689,train
image_2553.jpg,54,5.369886,train
image_2356.jpg,23,4.378088,train
image_2763.jpg,41,4.264029,train
image_3165.jpg,34,4.911323,train
image_1598.jpg,50,5.498426,train
image_5068.jpg,17,3.481731,train
image_735.jpg,58,5.771097,train
image_1339.jpg,56,5.293064,train
image_2067.jpg,37,5.925699,train
image_2901.jpg,37,5.300655,train
image_2563.jpg,23,4.319175,train
image_455.jpg,30,5.372514,train
image_5008.jpg,20,2.719477,train
image_2400.jpg,27,4.409065,train
image_2711.jpg,49,2.30082,train
image_1253.jpg,48,4.46757,train
image_4134.jpg,34,4.7569,train
image_271.jpg,34,4.205816,train
image_2538.jpg,24,4.004997,train
image_888.jpg,29,3.967341,train
image_2666.jpg,37,4.667976,train
image_3211.jpg,15,3.450344,train
image_3837.jpg,38,4.701469,train
image_3816.jpg,31,2.899952,train
image_1415.jpg,58,4.889757,train
image_140.jpg,23,3.511054,train
image_2310.jpg,64,4.685585,train
image_752.jpg,7,1.768867,train
image_449.jpg,28,4.53781,train
image_1204.jpg,38,2.788395,train
image_383.jpg,33,2.014739,train
image_4728.jpg,32,2.82424,train
image_3444.jpg,28,4.362052,train
image_3947.jpg,18,4.25285,train
image_3383.jpg,37,5.110338,train
image_471.jpg,33,4.143863,train
image_1022.jpg,30,4.453845,train
image_4586.jpg,19,3.408423,train
image_1121.jpg,37,4.129559,train
image_5035.jpg,37,3.739281,train
image_1727.jpg,21,3.661791,train
image_3892.jpg,26,3.395217,train
image_4598.jpg,30,4.303666,train
image_1373.jpg,57,5.507571,train
image_4140.jpg,24,3.802795,train
image_111.jpg,24,3.383415,train
image_598.jpg,31,4.573474,train
image_4058.jpg,35,4.487293,train
image_356.jpg,35,4.422166,train
image_2359.jpg,21,4.280891,train
image_2730.jpg,57,4.584278,train
image_1689.jpg,26,3.713921,train
image_2922.jpg,29,4.249967,train
image_4445.jpg,24,2.821203,train
image_70.jpg,21,2.807899,train
image_180.jpg,19,3.026984,train
image_3488.jpg,34,5.755211,train
image_1792.jpg,24,3.850825,train
image_4188.jpg,21,3.935708,train
image_3975.jpg,25,4.535574,train
image_3594.jpg,25,4.115125,train
image_2273.jpg,28,4.187647,train
image_2427.jpg,47,4.641253,train
image_1819.jpg,20,3.789244,train
image_579.jpg,51,4.288227,train
image_3576.jpg,52,3.712442,train
image_3438.jpg,38,5.551109,train
image_4492.jpg,24,3.159465,train
image_4653.jpg,16,3.226169,train
image_2503.jpg,16,2.956992,train
image_4530.jpg,66,3.713083,train
image_1281.jpg,26,3.38966,train
image_867.jpg,62,5.31442,train
image_5002.jpg,23,4.208985,train
image_2053.jpg,18,3.035731,train
image_1256.jpg,36,3.570093,train
image_3166.jpg,34,5.049924,train
image_1773.jpg,33,4.177377,train
image_4210.jpg,19,3.37573,train
image_3004.jpg,41,6.624522,train
image_459.jpg,23,3.765304,train
image_4764.jpg,18,3.685407,train
image_4788.jpg,25,4.318436,train
image_2054.jpg,20,4.253516,train
image_804.jpg,4,1.239239,train
image_561.jpg,52,5.230769,train
image_1005.jpg,31,4.316556,train
image_3116.jpg,22,3.057014,train
image_2879.jpg,31,3.18158,train
image_1438.jpg,36,3.885948,train
image_429.jpg,55,5.695425,train
image_1457.jpg,46,3.1413,train
image_3316.jpg,17,2.642625,train
image_5053.jpg,37,4.753074,train
image_1749.jpg,48,5.056605,train
image_2275.jpg,23,3.252053,train
image_3628.jpg,27,3.148021,train
image_4227.jpg,59,3.475694,train
image_4460.jpg,20,4.216058,train
image_839.jpg,49,4.376874,train
image_2414.jpg,37,4.770736,train
image_1125.jpg,34,3.316625,train
image_436.jpg,43,5.241395,train
image_1978.jpg,25,4.143557,train
image_2073.jpg,17,3.332007,train
image_390.jpg,43,5.192715,train
image_3009.jpg,50,4.177082,train
image_1270.jpg,45,3.627261,train
image_3844.jpg,20,3.806546,train
image_2893.jpg,53,4.897385,train
image_4310.jpg,19,2.858036,train
image_2498.jpg,16,3.285084,train
image_4429.jpg,29,5.06287,train
image_4296.jpg,25,2.628635,train
image_3601.jpg,36,5.91618,train
image_3893.jpg,40,4.085884,train
image_3590.jpg,21,3.254228,train
image_1615.jpg,29,4.879841,train
image_1925.jpg,27,4.0527,train
image_4763.jpg,17,3.653346,train
image_1955.jpg,28,4.228475,train
image_3542.jpg,25,3.256252,train
image_3290.jpg,29,5.04257,train
image_1791.jpg,30,4.777947,train
image_953.jpg,23,4.480068,train
image_1801.jpg,23,3.187929,train
image_2544.jpg,21,4.045027,train
image_4319.jpg,40,4.812856,train
image_2323.jpg,22,4.108693,train
image_2265.jpg,36,4.399474,train
image_4426.jpg,20,4.337779,train
image_1357.jpg,47,5.140987,train
image_2881.jpg,38,5.557872,train
image_1316.jpg,38,4.599974,train
image_3443.jpg,35,5.343315,train
image_4372.jpg,32,3.429769,train
image_1951.jpg,24,3.513982,train
image_2654.jpg,47,3.631991,train
image_4344.jpg,18,2.793457,train
image_4095.jpg,16,2.459167,train
image_3529.jpg,28,4.419237,train
image_1966.jpg,37,4.748046,train
image_67.jpg,22,2.598871,train
image_2868.jpg,12,1.739787,train
image_76.jpg,23,3.704352,train
image_2042.jpg,42,4.973708,train
image_4151.jpg,34,4.769696,train
image_3992.jpg,25,3.530187,train
image_580.jpg,56,3.143669,train
image_1474.jpg,30,3.561796,train
image_1620.jpg,24,3.200945,train
image_908.jpg,31,3.313547,train
image_23.jpg,23,2.802655,train
image_2127.jpg,28,4.645454,train
image_558.jpg,28,3.130658,train
image_2681.jpg,24,3.591208,train
image_4784.jpg,26,4.452245,train
image_4511.jpg,31,4.014679,train
image_4205.jpg,16,1.697056,train
image_2375.jpg,25,4.067019,train
image_1324.jpg,26,3.24509,train
image_1627.jpg,27,4.098534,train
image_1854.jpg,21,3.774241,train
image_3155.jpg,23,2.807899,train
image_2492.jpg,16,3.366973,train
image_2565.jpg,28,5.226701,train
image_1145.jpg,27,2.861381,train
image_4604.jpg,28,2.963481,train
image_4670.jpg,15,1.7075,train
image_4437.jpg,51,5.422929,train
image_4432.jpg,55,4.249967,train
image_3234.jpg,66,5.205822,train
image_2455.jpg,52,4.576761,train
image_4821.jpg,35,4.424521,train
image_2367.jpg,19,2.985893,train
image_2165.jpg,20,2.767972,train
image_4306.jpg,31,4.907824,train
image_398.jpg,35,4.604789,train
image_4480.jpg,55,5.127703,train
image_831.jpg,33,4.160963,train
image_4820.jpg,37,5.789196,train
image_4762.jpg,14,2.333192,train
image_4751.jpg,27,5.960611,train
image_1844.jpg,26,3.90672,train
image_1056.jpg,27,3.329675,train
image_1378.jpg,25,3.697112,train
image_4753.jpg,23,3.689101,train
image_4499.jpg,42,5.645449,train
image_1879.jpg,19,3.492317,train
image_1347.jpg,32,3.411582,train
image_474.jpg,42,5.090159,train
image_2727.jpg,16,2.597264,train
image_4995.jpg,19,3.976975,train
image_4883.jpg,63,4.85774,train
image_2605.jpg,31,2.995532,train
image_1396.jpg,31,3.158533,train
image_3854.jpg,32,3.352394,train
image_1889.jpg,37,5.002222,train
image_340.jpg,27,3.363216,train
image_2234.jpg,25,5.027345,train
image_1724.jpg,25,4.823539,train
image_4529.jpg,82,5.642694,train
image_2747.jpg,17,3.058945,train
image_2363.jpg,26,5.168957,train
image_2374.jpg,20,4.516741,train
image_212.jpg,19,4.284338,train
image_3591.jpg,21,4.434516,train
image_1154.jpg,26,3.033823,train
image_2997.jpg,30,5.604003,train
image_5.jpg,20,3.994737,train
image_1111.jpg,44,4.581674,train
image_2465.jpg,52,4.254653,train
image_3150.jpg,48,6.213322,train
image_3244.jpg,22,3.233207,train
image_2469.jpg,31,4.357078,train
image_1240.jpg,27,3.247211,train
image_336.jpg,27,3.415939,train
image_2795.jpg,22,4.610674,train
image_2476.jpg,45,4.585805,train
image_1389.jpg,54,4.214655,train
image_848.jpg,49,6.396614,train
image_4877.jpg,38,5.122499,train
image_2496.jpg,20,3.556218,train
image_1468.jpg,38,4.227271,train
image_4032.jpg,24,3.221826,train
image_2540.jpg,26,4.252958,train
image_2015.jpg,14,2.410377,train
image_799.jpg,31,4.028008,train
image_2833.jpg,26,4.635461,train
image_4500.jpg,17,2.462158,train
image_1984.jpg,20,4.189715,train
image_1179.jpg,40,5.634845,train
image_1568.jpg,23,3.816724,train
image_1460.jpg,25,2.677984,train
image_3344.jpg,42,4.813176,train
image_3337.jpg,38,4.310273,train
image_3896.jpg,24,4.716663,train
image_1517.jpg,31,4.257856,train
image_4625.jpg,29,4.994385,train
image_2672.jpg,28,5.059644,train
image_1587.jpg,29,4.32529,train
image_4297.jpg,31,4.071885,train
image_2461.jpg,29,4.214546,train
image_2660.jpg,61,4.402187,train
image_1417.jpg,32,4.078315,train
image_3146.jpg,16,2.916059,train
image_4583.jpg,19,4.273952,train
image_4029.jpg,14,1.358323,train
image_3639.jpg,27,4.129165,train
image_2077.jpg,25,4.128103,train
image_326.jpg,25,3.989783,train
image_1743.jpg,50,4.533863,train
image_4262.jpg,13,2.692582,train
image_3463.jpg,27,4.768605,train
image_1950.jpg,18,2.92179,train
image_68.jpg,21,2.685113,train
image_3630.jpg,29,4.292026,train
image_5055.jpg,22,3.585686,train
image_2894.jpg,48,4.3976,train
image_3461.jpg,18,3.667807,train
image_789.jpg,38,3.562894,train
image_3706.jpg,20,5.559594,train
image_2818.jpg,49,5.74698,train
image_1687.jpg,28,4.623661,train
image_2143.jpg,39,4.897693,train
image_3784.jpg,33,4.77316,train
image_1449.jpg,54,5.414204,train
image_1044.jpg,54,4.532709,train
image_3608.jpg,34,4.411544,train
image_56.jpg,25,3.724683,train
image_2291.jpg,17,3.063842,train
image_2089.jpg,26,4.245075,train
image_3457.jpg,24,4.481908,train
image_283.jpg,27,3.833259,train
image_1008.jpg,31,5.01713,train
image_1183.jpg,61,4.907407,train
image_2169.jpg,27,4.787076,train
image_188.jpg,20,2.996597,train
image_4660.jpg,33,4.367232,train
image_3922.jpg,41,3.76663,train
image_3261.jpg,19,2.596883,train
image_4672.jpg,30,4.746846,train
image_2735.jpg,18,1.791613,train
image_4779.jpg,51,2.368431,train
image_39.jpg,24,2.124659,train
image_54.jpg,31,4.158076,train
image_1471.jpg,42,4.087794,train
image_3579.jpg,29,4.923413,train
image_2935.jpg,26,6.256237,train
image_4459.jpg,40,3.916631,train
image_4563.jpg,20,3.753412,train
image_2117.jpg,33,4.46057,train
image_822.jpg,35,3.067273,train
image_2344.jpg,27,3.401879,train
image_3389.jpg,14,2.91357,train
image_264.jpg,25,3.448671,train
image_324.jpg,57,4.429594,train
image_4539.jpg,18,2.985958,train
image_1440.jpg,40,4.761781,train
image_5078.jpg,17,1.934698,train
image_4592.jpg,21,3.798245,train
image_3421.jpg,56,4.659793,train
image_4286.jpg,24,3.837823,train
image_2184.jpg,48,4.829216,train
image_552.jpg,31,4.283928,train
image_4866.jpg,29,2.95729,train
image_576.jpg,51,3.554244,train
image_1574.jpg,21,3.657441,train
image_813.jpg,49,4.512966,train
image_5067.jpg,19,2,train
image_2575.jpg,18,4.247811,train
image_2963.jpg,41,4.876585,train
image_1746.jpg,31,5.661315,train
image_3675.jpg,27,4.905224,train
image_2437.jpg,35,4.951916,train
image_2241.jpg,28,4.86785,train
image_225.jpg,55,4.955423,train
image_3198.jpg,23,4.40445,train
image_4394.jpg,24,3.98722,train
image_3450.jpg,28,3.878344,train
image_4174.jpg,42,4.499904,train
image_2542.jpg,17,3.541657,train
image_4400.jpg,27,3.879659,train
image_4652.jpg,24,5.016808,train
image_2101.jpg,18,2.547724,train
image_1362.jpg,28,4.15954,train
image_3615.jpg,20,3.639795,train
image_4506.jpg,32,5.530718,train
image_2604.jpg,43,4.43662,train
image_5016.jpg,48,4.514277,train
image_3686.jpg,48,4.921875,train
image_1563.jpg,12,2.201855,train
image_2740.jpg,9,1.439479,train
image_42.jpg,23,3.565392,train
image_682.jpg,30,4.388875,train
image_3192.jpg,30,2.524371,train
image_4673.jpg,28,4.890517,train
image_4531.jpg,48,5.166644,train
image_4867.jpg,28,4.75094,train
image_4025.jpg,19,3.84837,train
image_1406.jpg,56,5.198607,train
image_1446.jpg,27,4.360935,train
image_4008.jpg,36,2.813959,train
image_3264.jpg,36,4.705157,train
image_1705.jpg,27,3.497589,train
image_4954.jpg,30,3.971794,train
image_738.jpg,45,4.821825,train
image_3825.jpg,33,4.339739,train
image_1969.jpg,31,4.908481,train
image_2571.jpg,17,2.645189,train
image_3280.jpg,32,4.360286,train
image_4988.jpg,21,1.932184,train
image_1836.jpg,22,3.775488,train
image_193.jpg,23,2.270585,train
image_345.jpg,35,3.952379,train
image_503.jpg,25,2.790516,train
image_1777.jpg,24,3.588003,train
image_3781.jpg,20,3.34726,train
image_2841.jpg,42,3.622844,train
image_2904.jpg,36,5.567764,train
image_3401.jpg,25,3.29305,train
image_3556.jpg,50,4.291805,train
image_578.jpg,36,4.678556,train
image_3983.jpg,33,3.802183,train
image_851.jpg,37,4.206409,train
image_4576.jpg,6,1.950404,train
image_2638.jpg,37,4.578533,train
image_3349.jpg,39,4.273432,train
image_1895.jpg,21,3.401396,train
image_4783.jpg,53,3.751851,train
image_1014.jpg,33,4.657669,train
image_5076.jpg,18,2.019007,train
image_2317.jpg,28,4.358899,train
image_4425.jpg,56,5.064817,train
image_395.jpg,36,3.911748,train
image_1870.jpg,35,5.141903,train
image_4250.jpg,27,4.919182,train
image_4687.jpg,21,3.282607,train
image_4923.jpg,41,3.92702,train
image_2126.jpg,30,4.172926,train
image_106.jpg,24,1.69994,train
image_229.jpg,24,2.737395,train
image_2909.jpg,21,4.041404,train
image_157.jpg,22,2.968112,train
image_3171.jpg,38,5.319687,train
image_3178.jpg,37,5.404612,train
image_614.jpg,22,2.782049,train
image_3515.jpg,21,4.247209,train
image_2355.jpg,28,4.314775,train
image_2338.jpg,19,3.651124,train
image_3509.jpg,24,3.72885,train
image_3301.jpg,21,4.494895,train
image_4393.jpg,21,3.832283,train
image_4997.jpg,20,2.425418,train
image_3031.jpg,30,3.640055,train
image_535.jpg,54,5.637995,train
image_2873.jpg,30,4.657209,train
image_223.jpg,56,5.448624,train
image_267.jpg,21,2.736749,train
image_3080.jpg,39,4.426453,train
image_1876.jpg,28,4.108855,train
image_649.jpg,60,2.878198,train
image_1887.jpg,22,4.553831,train
image_3331.jpg,23,4.700804,train
image_2591.jpg,18,2.959561,train
image_4208.jpg,31,3.22933,train
image_189.jpg,24,2.818623,train
image_4163.jpg,53,5.08748,train
image_3440.jpg,27,3.99073,train
image_3088.jpg,22,3.613609,train
image_2433.jpg,36,5.156444,train
image_4587.jpg,36,4.73568,train
